User ID,Username,Display Name,PFP,Nickname,Accent Color,Collectibles,Collectibles Display,PFP Frame,Entrance Msg,Lurk Msg,Accent Pattern,Account Value,Statistics
78949799,landie,Landie,https://static-cdn.jtvnw.net/jtv_user_pictures/253b301b-9f40-4489-a8c3-7227f3d5b128-profile_image-300x300.png,poggr,AFF378,"[ { ""most_recent"": ""1\/15\/2024 06:24am""\, ""count"": 2.0\, ""id"": ""medallion_amazing""\, ""granted_at"": ""1\/15\/2024 06:20am"" }\, { ""count"": 1.0\, ""id"": ""medallion_amazing100""\, ""granted_at"": ""1\/15\/2024 06:26am"" } ]",,,,,,0,
",DefaulT,",,,,,,,,,,,,,
